id: 14887994337, domain: tu.duowan.com, sign: fb00017627d0f8886ad2bb6c8d878acb,ret: 
id: 1409005596155, domain: wot.duowan.com, sign: 7c116f93babe99d784c0cf22d599d765,ret: 
id: 1488186214405, domain: wow.duowan.com, sign: b5e1a6e52a612979fb38e6a0851d2aba,ret: 
id: 1359977551624, domain: lol.duowan.com, sign: 6b35c9ae29f896f6767585b1e4d68bfc,ret: 
id: 1360027573576, domain: lol.duowan.com, sign: 0fd88616d4fc2e3366ad8de81563141b,ret: 
id: 1360031916349, domain: lol.duowan.com, sign: dddd27fe3663a73011f74e94d0e35a58,ret: 
id: 1488439882920, domain: wow.duowan.com, sign: 4df4af0ff745dcf61868b4afe2f9ade0,ret: 
id: 1487294440586, domain: tu.duowan.com, sign: ff71408f86822c3bb34a1d9ee1921fbf,ret: 
id: 1360038090372, domain: lol.duowan.com, sign: 4595917761ad0b18f71c945e5a7a6724,ret: 
id: 1410168153602, domain: wot.duowan.com, sign: 42df683f54e9a89524b9fd0894e37f61,ret: 
id: 1410313848630, domain: wot.duowan.com, sign: 96aa7edb8515016901a23b6977907abd,ret: 
id: 1487575954371, domain: tu.duowan.com, sign: 06f1ee3c46bb9d27eb84f27225c3263e,ret: 
id: 1487586864246, domain: tu.duowan.com, sign: 130164939f412248983e3971d1993f5f,ret: 
id: 1360060165663, domain: lol.duowan.com, sign: 75f035a84db2ba05386adb294117360b,ret: 
id: 1492758977491, domain: wow.duowan.com, sign: 25f618b14b80d2b190cee296f052d0ab,ret: 
id: 1401956448712, domain: dnf.duowan.com, sign: 2277f82af3366a6d18162bdf8113761b,ret: 
id: 1487750746210, domain: tu.duowan.com, sign: 1c95f8abb2f6e4202839e5b5c3f04f13,ret: 
id: 1360082747528, domain: lol.duowan.com, sign: 95232c3729d2dd12e4038d3b4de7e7f8,ret: 
id: 1360109175780, domain: lol.duowan.com, sign: 896f17a177728ea799a9cc9c2b4076a3,ret: 
id: 1410620332309, domain: wot.duowan.com, sign: d926b69e8dacbd0a9634dad23b0c6751,ret: 
id: 1410752018306, domain: wot.duowan.com, sign: 92a31cfd7993e68538ecfbcb7cfe4764,ret: 
id: 1410923457579, domain: wot.duowan.com, sign: 03c7baa13f191f479e056483f5ee7b8b,ret: 
id: 1487833462818, domain: tu.duowan.com, sign: cccb6cd97ec002f717116e001b7c7ae3,ret: 
id: 1487842111627, domain: tu.duowan.com, sign: 0ebc2d39d2cf83e0e800f106ea0d2eab,ret: 
id: 1487843174618, domain: tu.duowan.com, sign: 1378b1f07c80365788d050bd3c0c0020,ret: 
id: 1487843745293, domain: tu.duowan.com, sign: 6a38836b86058982afc722f678254c09,ret: 
id: 1487928883159, domain: tu.duowan.com, sign: aa9730d7fd7b72ac74061b911f8eaca9,ret: 
id: 1402114483933, domain: dnf.duowan.com, sign: d57bd5991dd0f4e9e1654c2d0fdb3a54,ret: 
id: 1402118464766, domain: dnf.duowan.com, sign: e27cfadbf4348c0d1f188593ed2e234c,ret: 
id: 1360121437762, domain: lol.duowan.com, sign: 4cfc88fd3e0bece0195c5bac1277e86a,ret: 
id: 1360129933576, domain: lol.duowan.com, sign: 572e16efef543321713b9241a2f11696,ret: 
id: 1495199222923, domain: wow.duowan.com, sign: e17460a55dd432165d1f7e5e2d9ac1bf,ret: 
id: 1488195478491, domain: tu.duowan.com, sign: 277fc8ec1392cb14c9fbf2602f8a42d7,ret: 
id: 1496148776884, domain: wow.duowan.com, sign: 828a92216da71143fa5481f8ded20167,ret: 
id: 1488256116854, domain: tu.duowan.com, sign: 0faeee469e61b195b75ded4243999761,ret: 
id: 1411191950373, domain: wot.duowan.com, sign: d5ffaee41b1801381212697ab18aca7a,ret: 
id: 1360131671939, domain: lol.duowan.com, sign: cdfbcdb07993f804b61931335d6e1b0f,ret: 
id: 1498701927177, domain: wow.duowan.com, sign: f6bfdd6fb5ccd1690f1721f5d6c7f64f,ret: 
id: 1402831672973, domain: dnf.duowan.com, sign: f13a0cb25d95f5a5bb81eeb1cbe99d09,ret: 
id: 1488524870801, domain: tu.duowan.com, sign: 544d5034e759d4dc92e2bf70bdef1da1,ret: 
id: 1360147197804, domain: lol.duowan.com, sign: 3e412c2d82e31d28c71a4d6ce55046cb,ret: 
id: 1500879376918, domain: wow.duowan.com, sign: b44023ac096432593ac40ef38c9f5d5d,ret: 
id: 1360153465457, domain: lol.duowan.com, sign: d7d349cbb8a30cc5e94e91acf576b0ed,ret: 
id: 1360162755141, domain: lol.duowan.com, sign: c2087e834cee56c9418214c528678fe8,ret: 
id: 1412054002506, domain: wot.duowan.com, sign: b3a1a097f37f5e5f1d281ca22153b8cc,ret: 
id: 1488966225937, domain: tu.duowan.com, sign: 6e4c19ea6b990a3dda11a74ec316475c,ret: 
id: 1488980673730, domain: tu.duowan.com, sign: 725994b65f016aef9bfb221363674f85,ret: 
id: 1506406810938, domain: wow.duowan.com, sign: 09f2f80a94e5ec4080d6353785fa7916,ret: 
id: 1412587394347, domain: wot.duowan.com, sign: a2d9f02607d6731f3d8de6828f5422c5,ret: 
id: 1404005387712, domain: dnf.duowan.com, sign: 4f6d8278dfd1beb5fef8855d0cb9eba7,ret: 
id: 1360226300640, domain: lol.duowan.com, sign: 4e1a5aa68abc8e92e2334fcafda84acb,ret: 
id: 1514525555232, domain: wow.duowan.com, sign: a7a5d2efa70c88eacd61f3690956c4ee,ret: 
id: 1517636017795, domain: wow.duowan.com, sign: cff36bc284d19917d366f2e83bc58f39,ret: 
id: 1404336194957, domain: dnf.duowan.com, sign: ec61a51a3e1cf21b7b0b7e301b443519,ret: 
id: 1413192553543, domain: wot.duowan.com, sign: 125b2830f0d22f1c39baba1de1399491,ret: 
id: 1522291531954, domain: wow.duowan.com, sign: 51b7f3837057d58469152be899822ed8,ret: 
id: 1360304817371, domain: lol.duowan.com, sign: a3df7b0ac66c695c32fc1fbb0d587cb7,ret: 
id: 1489035712259, domain: tu.duowan.com, sign: b2f0b4639cdddebd7ff53c9e050325bb,ret: 
id: 1489041425259, domain: tu.duowan.com, sign: 91d0a90cb000328f9fb68b1192005da0,ret: 
id: 1489043969869, domain: tu.duowan.com, sign: 8f5015fdd7fc78466122f44aea0cf67b,ret: 
id: 1489055710261, domain: tu.duowan.com, sign: fb287528634b2197084ac8994024c9dc,ret: 
id: 1404374725710, domain: dnf.duowan.com, sign: 7e9dbec535ec704d7db92035ca687565,ret: 
id: 1489072857696, domain: tu.duowan.com, sign: 00ff6c9a9c637ee5618669d9765920bc,ret: 
id: 1489114242549, domain: tu.duowan.com, sign: 516b58519837772a8f1ba0530b077d6d,ret: 
id: 1489122028395, domain: tu.duowan.com, sign: 392da4b17219dc3436a6fb9684a7bc28,ret: 
id: 1489133213781, domain: tu.duowan.com, sign: 9163f28cdf4f45298862bb2d629a8ecb,ret: 
id: 1489133459587, domain: tu.duowan.com, sign: abf80ee7dc259fdab580f927149d516d,ret: 
id: 1413615604343, domain: wot.duowan.com, sign: 837cb01e4dfc1ba57971bd59f52b02c0,ret: 
id: 1360374907809, domain: lol.duowan.com, sign: f28799d212c0f3f49083ef25014980bd,ret: 
id: 1404461265324, domain: dnf.duowan.com, sign: 2ced14beb35502776ca1fda0cb38132b,ret: 
id: 1404543692339, domain: dnf.duowan.com, sign: 1933f6f178722ddbccb7c7d2c813b444,ret: 
id: 1360413736692, domain: lol.duowan.com, sign: aff55fc32ed28dd5f0f4a22bf97f47e0,ret: 
id: 1489476281364, domain: tu.duowan.com, sign: 8e98c462c4d5c575f27edf52157d691c,ret: 
id: 1360482936615, domain: lol.duowan.com, sign: 2bf5edd74d533ef6fe355c1c54345c35,ret: 
id: 1414489922110, domain: wot.duowan.com, sign: e44c9bdd5fca82d7f4eef5d986a78b33,ret: 
id: 1414643752367, domain: wot.duowan.com, sign: 4e909a3674a399a4ab601e79dcb4bea1,ret: 
id: 1414749337201, domain: wot.duowan.com, sign: 8242c2be6be04ae06a2b0f57c73f3e9a,ret: 
id: 1360564430525, domain: lol.duowan.com, sign: 33eae31a43c37a451af6e2ce20393d3d,ret: 
id: 1360570914598, domain: lol.duowan.com, sign: 7cec11aa0e4a37ce22f7c2826b79d406,ret: 
id: 1360584269141, domain: lol.duowan.com, sign: f0fa510ec21f9d4f3b890317cc19a934,ret: 
id: 1489642740291, domain: tu.duowan.com, sign: d4337f6890e9a7b5ed7136b444bc7d94,ret: 
id: 1360586714236, domain: lol.duowan.com, sign: 4b6721a7b3f3b25f1425b72da994ff5d,ret: 
id: 1360595867327, domain: lol.duowan.com, sign: 16c8e5a555558f3431bd6f45c3ae97f3,ret: 
id: 1489658086604, domain: tu.duowan.com, sign: e67afbda37903d96f3a93f6c74134e3e,ret: 
id: 1404878938485, domain: dnf.duowan.com, sign: 37881efd417cd55a037a92108e9851c1,ret: 
id: 1404879085501, domain: dnf.duowan.com, sign: 8f1140d79e72b4cafa58e3f68b71be69,ret: 
id: 1415078767782, domain: wot.duowan.com, sign: aff612f3fc64d95e388ec6f2d0ef2ebb,ret: 
id: 1405050960947, domain: dnf.duowan.com, sign: 6eb392aa7933bb40ee0a56edc541a212,ret: 
id: 1405052944134, domain: dnf.duowan.com, sign: 311ed5b417362a3cbe3bf4c9c39464a6,ret: 
id: 1405053951952, domain: dnf.duowan.com, sign: 7c1525f7b67c6bca5c89badc5adbfb21,ret: 
id: 1405408037326, domain: dnf.duowan.com, sign: 7627d140023a4e97290858dab1940013,ret: 
id: 1360639302761, domain: lol.duowan.com, sign: 98684f5084b3ae921275b02a02649355,ret: 
id: 1360641337782, domain: lol.duowan.com, sign: ef9aad2f4269f1a92c1da4197409ce2f,ret: 
id: 1489975946336, domain: tu.duowan.com, sign: a103be246effd27253de26fb946ead79,ret: 
id: 1490001782427, domain: tu.duowan.com, sign: ef3850b4dc0c827cbc5284293e47d262,ret: 
id: 1490017150682, domain: tu.duowan.com, sign: 5f7f14b5c802ba1d9a209a4228c361bf,ret: 
id: 1360671901777, domain: lol.duowan.com, sign: 3e154e15a1eb1a58cbcae84fb3529771,ret: 
id: 1360685316233, domain: lol.duowan.com, sign: 4929989ad81b0aaf3c9946a7b93ff6dd,ret: 
id: 1360709904401, domain: lol.duowan.com, sign: 89243e8589ca5def42a139baa6dddb4c,ret: 
id: 1416899442540, domain: wot.duowan.com, sign: cd6505b6b12476fe27b77d756e8278ca,ret: 
id: 1416901495693, domain: wot.duowan.com, sign: c329d8a70d9e31e3f81fc21334cf042a,ret: 
id: 1416909056799, domain: wot.duowan.com, sign: 6632cf137b1f06ea5f4e30066b4f9a97,ret: 
id: 1490177649972, domain: tu.duowan.com, sign: 8d61903be43a1dd5a143affbdc5812fd,ret: 
id: 1417095732158, domain: wot.duowan.com, sign: 5a5e79de6c8f9b887b22f18c8eb8389c,ret: 
id: 1490243682898, domain: tu.duowan.com, sign: f2758489c41778c849087ec708e56624,ret: 
id: 1490268291980, domain: tu.duowan.com, sign: 52c052f8c47865f583b82feacb64229f,ret: 
id: 1490280287928, domain: tu.duowan.com, sign: 5c320824ffea8fc5ce1063e1db1cb998,ret: 
id: 1490282382181, domain: tu.duowan.com, sign: d345031d1c58a1d9c00158f41504e594,ret: 
id: 1360744993548, domain: lol.duowan.com, sign: c22e6b1c579f743a602bec3af2af5099,ret: 
id: 1360748999388, domain: lol.duowan.com, sign: f57e5f38bbb3718a10984a7ba6dad2e7,ret: 
id: 1406436151725, domain: dnf.duowan.com, sign: 5309d2adc875c48fabd6ab9eb06b48d7,ret: 
id: 1406448636100, domain: dnf.duowan.com, sign: 7aeaee3ea0f1413188d06f0f388f5464,ret: 
id: 1406466491620, domain: dnf.duowan.com, sign: 5369a3db7a28062b20cd852562471602,ret: 
id: 1406518948367, domain: dnf.duowan.com, sign: abda93d11f7965ab64e157f93e7b0bff,ret: 
id: 1490344900686, domain: tu.duowan.com, sign: e59cce304b355f7590a92e9368cdae8f,ret: 
id: 1417509263545, domain: wot.duowan.com, sign: 525d3918d9969d80ea3054db134337fb,ret: 
id: 1417514056841, domain: wot.duowan.com, sign: 31e097cabd2879b705e8f966cb010e16,ret: 
id: 1490603680972, domain: tu.duowan.com, sign: b3b6afc28fad489a71f7cfe75834b1c5,ret: 
id: 1490611364232, domain: tu.duowan.com, sign: cf9919cdf7d7e0c67942c93cefc37a9c,ret: 
id: 1360806556554, domain: lol.duowan.com, sign: c930d9a86af933af84f0b72dd2b0f62e,ret: 
id: 1406719357868, domain: dnf.duowan.com, sign: 38fb7c9953c4d5cf990b9b0cf67c3727,ret: 
id: 1490706822238, domain: tu.duowan.com, sign: 11836706524cd1b4d651193f4de8d80b,ret: 
id: 1490708935290, domain: tu.duowan.com, sign: 5b73744d156e77dc221ab6fa41e97210,ret: 
id: 1418185538831, domain: wot.duowan.com, sign: 1fb8c9df2778fc362e0ac79827fdd924,ret: 
id: 1418192908226, domain: wot.duowan.com, sign: 8929deca474f51b998e3b452f9907d4e,ret: 
id: 1490796143281, domain: tu.duowan.com, sign: 4dc333ee49c2f832bf6652f8037c3dd2,ret: 
id: 1418561084442, domain: wot.duowan.com, sign: 238fa5783847bd39f94c70bec1ab203b,ret: 
id: 1406995977525, domain: dnf.duowan.com, sign: 8f6ecbe66244c0e891bed2d00e8c5b29,ret: 
id: 1491052002200, domain: tu.duowan.com, sign: 88bdd5d0fce6b75b6e48ba2843c48cca,ret: 
id: 1360987832937, domain: lol.duowan.com, sign: 145dc965539aa5fc1690b5acd864bb62,ret: 
id: 1491117604465, domain: tu.duowan.com, sign: 4903884a4b48da540f0914da7f1b3f74,ret: 
id: 1491277327688, domain: tu.duowan.com, sign: ef11f13ab3a8d30459563bf374d086a7,ret: 
id: 1418889311263, domain: wot.duowan.com, sign: 90d6099ab8a1bd3c2eb49958a8c36a31,ret: 
id: 1418898833903, domain: wot.duowan.com, sign: 59e392686df74fde0e3ec00f80d18d3f,ret: 
id: 1419050945899, domain: wot.duowan.com, sign: a99e2dcd31d5998fcca0379eba33970b,ret: 
id: 1491315918710, domain: tu.duowan.com, sign: c7c8cecd397f7c3fffa5bd74766654e9,ret: 
id: 1361015212151, domain: lol.duowan.com, sign: 6fef470b382ae71a7177ad2a773423b2,ret: 
id: 1491442443428, domain: tu.duowan.com, sign: 2f38d312798b74817cc97037788ad703,ret: 
id: 1491540233375, domain: tu.duowan.com, sign: 1b0f8d9bd08aa88aeaf8121447f48f04,ret: 
id: 1491551239743, domain: tu.duowan.com, sign: 0731049df33529217c7538005850da70,ret: 
id: 1491551465412, domain: tu.duowan.com, sign: 54c34ceac5f2ee77ce96d904c9bd41c4,ret: 
id: 1361071688619, domain: lol.duowan.com, sign: 364afcd268cd9fb12f41e2003b3c27a4,ret: 
id: 1361073655163, domain: lol.duowan.com, sign: e2ac0fbcabe1171dff03418d242e5acd,ret: 
id: 1491722524189, domain: tu.duowan.com, sign: e0ccf4558bd0476b90c160f1b8ed54ff,ret: 
id: 1420012976482, domain: wot.duowan.com, sign: cbfbc0c0f763a29eca2f4a6c26a1ab73,ret: 
id: 1407784145535, domain: dnf.duowan.com, sign: 6ad8652a682dbfccfa34141a76edc1ea,ret: 
id: 1491823237699, domain: tu.duowan.com, sign: b38eee0940a71120b2701263ed58e82d,ret: 
id: 1491823736545, domain: tu.duowan.com, sign: c866cb16ca33fb42df8465344a60f32b,ret: 
id: 1491839334673, domain: tu.duowan.com, sign: dbdab94708c2e65b8d9ec1574adf76e8,ret: 
id: 1491923579905, domain: tu.duowan.com, sign: c195b3f5f5a4727420ed757b89080822,ret: 
id: 1361097564849, domain: lol.duowan.com, sign: e652e658d5c2b8544dc20c72f3feb33c,ret: 
id: 1361104067439, domain: lol.duowan.com, sign: 4294dacf35816a5f1add23d38a95510a,ret: 
id: 1361105315905, domain: lol.duowan.com, sign: ca34286155e370ab90a7c3b05ad89e6a,ret: 
id: 1361108920961, domain: lol.duowan.com, sign: a2a572e9b765ff6240d067b377dad3bb,ret: 
id: 1492091757712, domain: tu.duowan.com, sign: 2b3b9418d6c579d8c1044fe4ca459fab,ret: 
id: 1420446759776, domain: wot.duowan.com, sign: a2ebe0aeab624ad29c5bc369b54f7ad8,ret: 
id: 1492250932359, domain: tu.duowan.com, sign: b607f673633d9c45e63de3cd3fc8fbdc,ret: 
id: 1361190276764, domain: lol.duowan.com, sign: 8f8a0d4155b8f644fc2dded2076c1f76,ret: 
id: 1492360094969, domain: tu.duowan.com, sign: 635347572f79ecf9fab5ff43e1b8e83e,ret: 
id: 1492523599955, domain: tu.duowan.com, sign: 444addc65481b459f7eb680b7541aaf7,ret: 
id: 1492524215840, domain: tu.duowan.com, sign: 3e4b5bfa3d811952263a33d01633c056,ret: 
id: 1421137576172, domain: wot.duowan.com, sign: 112178d7bdbdda6d7454ddb6411492e5,ret: 
id: 1421160828405, domain: wot.duowan.com, sign: 618d90336d910faf49bc7291a61e5e8b,ret: 
id: 1421206884210, domain: wot.duowan.com, sign: 5c8174dfd12d779f5bcaf78d334e2fed,ret: 
id: 1492618882717, domain: tu.duowan.com, sign: 65b28103a0e406d0bc713220bdeea41a,ret: 
id: 1361256689655, domain: lol.duowan.com, sign: 351a0fa98c4f2ede27fe4a17d6df8b7e,ret: 
id: 1492835014346, domain: tu.duowan.com, sign: 1b946a7d0125a42f41b3b8bd7ca0bc05,ret: 
id: 1361274897432, domain: lol.duowan.com, sign: b5eea2723968f64cc6fd73033cd95838,ret: 
id: 1408871832152, domain: dnf.duowan.com, sign: bc313df42bf3f23c7acb306a7af4e261,ret: 
id: 1361284813562, domain: lol.duowan.com, sign: 942497c7a78784280ef3bc0c7344aaef,ret: 
id: 1361285903768, domain: lol.duowan.com, sign: afa316bd85a86739bd6aecf14492171b,ret: 
id: 1361334738932, domain: lol.duowan.com, sign: 4de336746e30f95fd17276db75789fa5,ret: 
id: 1492915791549, domain: tu.duowan.com, sign: af2ac038370ac8c996e37a4e2e84c6af,ret: 
id: 1492947805118, domain: tu.duowan.com, sign: 9d403273a149fcdce50cfaac4017ede5,ret: 
id: 1361349160919, domain: lol.duowan.com, sign: db9e5e3ec6c36e3b29fc3771d9183cf5,ret: 
id: 1423813532796, domain: wot.duowan.com, sign: 77293741ea5282f639ae1e55d16a77f3,ret: 
id: 1493229379428, domain: tu.duowan.com, sign: c3b6d7e4574c676c318960333e8e383e,ret: 
id: 1361359196371, domain: lol.duowan.com, sign: a23c7ce62473ddf3ae8e57d45fed43f5,ret: 
id: 1361369866313, domain: lol.duowan.com, sign: 6ffcf7ed32058f2cb6dc6c3fef8f825f,ret: 
id: 1361385659975, domain: lol.duowan.com, sign: 9bea282a11abf5141b32e76ddaaf6366,ret: 
id: 1361389068851, domain: lol.duowan.com, sign: 50b3d65f79b476529a91c9965d7a773b,ret: 
id: 1423903910112, domain: wot.duowan.com, sign: 4e2096863eece8839d1d8db762f63621,ret: 
id: 1410438472479, domain: dnf.duowan.com, sign: da14942d7311e61f84bd000cb66772fb,ret: 
id: 1493558459316, domain: tu.duowan.com, sign: 2b0ddbcc4472d23f1a028c08f87a8419,ret: 
id: 1493627273864, domain: tu.duowan.com, sign: 711fe67b329812b2fbaffe92c51df4f0,ret: 
id: 1424187346383, domain: wot.duowan.com, sign: b51d699382f4dee5d0c10203c54b1d8a,ret: 
id: 1493701061593, domain: tu.duowan.com, sign: 71b3a8c59b4725f643fd3551f0385a50,ret: 
id: 1424741876770, domain: wot.duowan.com, sign: d0f350a07dc92fb22003701f019d3320,ret: 
id: 1424748488164, domain: wot.duowan.com, sign: 7c9f27e14e8ade442ab8ca34a5042369,ret: 
id: 1424769120808, domain: wot.duowan.com, sign: 7faa12b1340efc74c64bd28326a3c0c8,ret: 
id: 1424778063669, domain: wot.duowan.com, sign: 5f1abe3764dc0ec0c4a919dedf0c18ec,ret: 
id: 1493824105556, domain: tu.duowan.com, sign: 00ec4037b46a51b4e54dbe4b89754623,ret: 
id: 1411180804485, domain: dnf.duowan.com, sign: d50b43a41b3535efac7a44b0e6d99d1a,ret: 
id: 1411223932482, domain: dnf.duowan.com, sign: 38148110786a5898689385af7dde50c9,ret: 
id: 1425048032399, domain: wot.duowan.com, sign: e1b1fac4ca3c85a81f0de2a05936edab,ret: 
id: 1425201559507, domain: wot.duowan.com, sign: 8f05b21eaa14d137919c49999c85efeb,ret: 
id: 1494027677619, domain: tu.duowan.com, sign: 656cd35d9cbd6303c3503824c3aecdd2,ret: 
id: 1411722183526, domain: dnf.duowan.com, sign: 14b1da3734d791bf82a179f5e5558c75,ret: 
id: 1494138992798, domain: tu.duowan.com, sign: 4cfe59d49ccacf071080baa01ad1dd60,ret: 
id: 1361617513276, domain: lol.duowan.com, sign: f334b0dab75a6edeb219953bbd5e2042,ret: 
id: 1361627975746, domain: lol.duowan.com, sign: 1576af647a8e32e3e0efeb7fd982cc84,ret: 
id: 1361685810564, domain: lol.duowan.com, sign: 0704c4088c3db1a91b53cf1ba0d74c77,ret: 
id: 1425794465907, domain: wot.duowan.com, sign: f7106cebcb8d10d0919ddb1bc365c7d3,ret: 
id: 1361712363714, domain: lol.duowan.com, sign: d3ea703e5ff2912df69d5cec9451aa36,ret: 
id: 1361715013357, domain: lol.duowan.com, sign: 4e759ab61c183aa6ed9b5eef3d53cdb6,ret: 
id: 1425901236304, domain: wot.duowan.com, sign: ea06fe4c9664e4bff3e3e6bcb1ff1b22,ret: 
id: 1361763724423, domain: lol.duowan.com, sign: d25c87a12731387bbb7ea49fb1544a97,ret: 
id: 1494610680173, domain: tu.duowan.com, sign: 1190049515ab33742fbc2d2797f292ed,ret: 
id: 1494660773452, domain: tu.duowan.com, sign: 34e352b417031636b8cd25de6cd893f6,ret: 
id: 1494678116906, domain: tu.duowan.com, sign: 5127a697707f6ef7ddca21e8e1841890,ret: 
id: 1361865163772, domain: lol.duowan.com, sign: 30cf2702ffe0de955607b715f176e407,ret: 
id: 1361867438977, domain: lol.duowan.com, sign: ae4ad8d39116ff06cb253c153b2645d2,ret: 
id: 1361868730926, domain: lol.duowan.com, sign: 6a9b8445a92e8de4753644cb3fce1c58,ret: 
id: 1361925933749, domain: lol.duowan.com, sign: 0037521c3a813bade0e858e39bc378cb,ret: 
id: 1495082588524, domain: tu.duowan.com, sign: 8b5ffacc2eedbad52bcfcff4fce504f9,ret: 
id: 1427447234412, domain: wot.duowan.com, sign: 71daaa0e87903b4bafb39ee2f36bf730,ret: 
id: 1495115831554, domain: tu.duowan.com, sign: fc84b2f3ddb91a2e967dff1d9cbbada7,ret: 
id: 1413674208968, domain: dnf.duowan.com, sign: d1bcd7f90856c7f3c77559e904b2825d,ret: 
id: 1361939071516, domain: lol.duowan.com, sign: e4fb3bbc3dadfbcacc411d6a2356b217,ret: 
id: 1427972065240, domain: wot.duowan.com, sign: af5b5fd1387852f9c90c7fae75177510,ret: 
id: 1361952604209, domain: lol.duowan.com, sign: 11ec8d2aa3f9721381c7b200f3a30279,ret: 
id: 1414041309824, domain: dnf.duowan.com, sign: c4a68f4293b6cec22ef5ae1da1533cb6,ret: 
id: 1414051917484, domain: dnf.duowan.com, sign: b8aa4e7928c6f026322739962872b623,ret: 
id: 1495512584270, domain: tu.duowan.com, sign: 5fd37b61322a1fcf6ea1d109c43a2366,ret: 
id: 1428487462954, domain: wot.duowan.com, sign: ae3407213246afefb4e492aa4e28f277,ret: 
id: 1414120100709, domain: dnf.duowan.com, sign: 0c6e27fcb81e141da78108bcf8c250f2,ret: 
id: 1414121031528, domain: dnf.duowan.com, sign: 1bb3f2cd39600a73d1f4dc38738d9b5f,ret: 
id: 1414201848471, domain: dnf.duowan.com, sign: 155d87ce69c136ac0667174d13ea37a4,ret: 
id: 1428677411149, domain: wot.duowan.com, sign: fd678042f0d915ce2769b6675d32331d,ret: 
id: 1428825109307, domain: wot.duowan.com, sign: b1a2eb6f974ae31336511db6023c86dd,ret: 
id: 1495703137669, domain: tu.duowan.com, sign: 2d9d63e437f92d6155233228fdb7301a,ret: 
id: 1495782957355, domain: tu.duowan.com, sign: 1a05c1334854849dd44bf60683f4ccb0,ret: 
id: 1414596530605, domain: dnf.duowan.com, sign: 0c1740508b3d8736fae0e8fa21f340f0,ret: 
id: 1361956445574, domain: lol.duowan.com, sign: 269188d71c1cba2b31596d99fd9dc6da,ret: 
id: 1361961253548, domain: lol.duowan.com, sign: 695f09a16f3653303f9ab729308ac229,ret: 
id: 1361965023964, domain: lol.duowan.com, sign: d88a20d2ec6341759ced171b27c17897,ret: 
id: 1361967492197, domain: lol.duowan.com, sign: 4282bec9660e2ac02d33d43fdbb92165,ret: 
id: 1361971677528, domain: lol.duowan.com, sign: 086d9feb3779f240949fedfe065ba6bb,ret: 
id: 1495859325967, domain: tu.duowan.com, sign: c9b8d81366798b552b3214732c227f2e,ret: 
id: 1495894743844, domain: tu.duowan.com, sign: 6cb405ac26c17c92431e6ff9958242af,ret: 
id: 1495896892567, domain: tu.duowan.com, sign: 97f586299869484d7052799cbe47e570,ret: 
id: 1495898529902, domain: tu.duowan.com, sign: e9d8114826dd6af762affd02db5024ab,ret: 
id: 1495956264608, domain: tu.duowan.com, sign: 539ef2d61e6ea7a6301a6688e55a259b,ret: 
id: 1428933128534, domain: wot.duowan.com, sign: 68ea5d004e8936fc032eb9bd5cbb7772,ret: 
id: 1362058402978, domain: lol.duowan.com, sign: 89cd34184b87777f48949e698182f88f,ret: 
id: 1362065999742, domain: lol.duowan.com, sign: b8cdf12e8a7a1595346d03debe9b53fa,ret: 
id: 1362130878693, domain: lol.duowan.com, sign: b8b4909c00f49001d1e38c5bda7b9d97,ret: 
id: 1415861242138, domain: dnf.duowan.com, sign: 9fe3e790e729a12d154cf80015d1aabc,ret: 
id: 1429162053298, domain: wot.duowan.com, sign: e8e64b05b10f92324a215f8572b15745,ret: 
id: 1429244529404, domain: wot.duowan.com, sign: 543113012e2239e9d035a9afb5d1fc11,ret: 
id: 1362199984862, domain: lol.duowan.com, sign: 7c18bba849a9702228df0ea62b7de512,ret: 
id: 1496212143679, domain: tu.duowan.com, sign: 0ac6e1be9ad39f5df5b88ccd54bc7089,ret: 
id: 1496215386578, domain: tu.duowan.com, sign: 8b79db67e0b90630383eac29228ab915,ret: 
id: 1416750667388, domain: dnf.duowan.com, sign: 2fd954a7fbd24d10c689186687565469,ret: 
id: 1362227370619, domain: lol.duowan.com, sign: 99cd5bcc4d7c56f9e2ebaf2c56dc58ca,ret: 
id: 1362289140600, domain: lol.duowan.com, sign: 01f4a97d1a6f01b3687584f5092d65b8,ret: 
id: 1362290503376, domain: lol.duowan.com, sign: 761813aaaf777834aad883826fe4974e,ret: 
id: 1496727938607, domain: tu.duowan.com, sign: d3dd7ab0b5774ed34e05b2c642bd8b54,ret: 
id: 1416887135847, domain: dnf.duowan.com, sign: 694c40507246959acb38dbaefe0fb515,ret: 
id: 1417029307204, domain: dnf.duowan.com, sign: a5ab5122e8fdcb480e1fc9b92d87d633,ret: 
id: 1431130955277, domain: wot.duowan.com, sign: 867e188139a2d855ec3920d136dab89a,ret: 
id: 1362446565119, domain: lol.duowan.com, sign: 40fe1ab4d04b658a54d423dcbf5e762f,ret: 
id: 1362467066938, domain: lol.duowan.com, sign: 7f38967bd20f6777bc730a849f7b05a4,ret: 
id: 1431351225502, domain: wot.duowan.com, sign: d26d2eb06a5a85a18686fd707bbe29e3,ret: 
id: 1417229981837, domain: dnf.duowan.com, sign: bbb81e50733c10d5b9344ac12861b23d,ret: 
id: 1362494673362, domain: lol.duowan.com, sign: 23f3d5e9184d13655bfa519a2061e087,ret: 
id: 1497527319344, domain: tu.duowan.com, sign: ee46ae4203f7fe3cc8144b78a37acb5b,ret: 
id: 1497601631906, domain: tu.duowan.com, sign: 9399af771e050c89cf64145aa8b1fc30,ret: 
